ticket_id,customer_id,interaction_type,issue_type,status,created_at,resolved_at,agent_id,satisfaction_score,transcript_text,source_system,ingestion_timestamp
TICKET_000230,CUST_0061,Self-service,Feature Request,Resolved,2025-10-14 22:12:41,2025-10-28 22:12:41,AGENT_925,3,Account access problem. Reset password and verified account status.,Intercom,2025-10-21 22:12:41
TICKET_000231,CUST_0061,Chat,Feature Request,Resolved,2025-08-12 22:12:41,2025-08-21 22:12:41,AGENT_156,4,Billing inquiry regarding recent charges. Explained pricing structure.,Zendesk,2025-10-21 22:12:41
TICKET_000232,CUST_0062,Self-service,Feature Request,Resolved,2025-06-20 22:12:41,2025-06-29 22:12:41,AGENT_558,4,Billing inquiry regarding recent charges. Explained pricing structure.,LiveChat,2025-10-21 22:12:41
TICKET_000233,CUST_0062,Self-service,Bug Report,Resolved,2025-09-30 22:12:41,2025-10-07 22:12:41,AGENT_805,4,Feature request for additional reporting capabilities. Escalated to product team.,Intercom,2025-10-21 22:12:41
TICKET_000234,CUST_0062,Self-service,Billing Inquiry,Resolved,2025-09-13 22:12:41,2025-09-25 22:12:41,AGENT_297,5,Customer reported issue with login functionality. Provided troubleshooting steps.,Support_System,2025-10-21 22:12:41
TICKET_000235,CUST_0063,Call,Technical Support,Resolved,2025-07-02 22:12:41,2025-07-05 22:12:41,AGENT_570,5,Customer reported issue with login functionality. Provided troubleshooting steps.,LiveChat,2025-10-21 22:12:41
TICKET_000236,CUST_0063,Call,Feature Request,Resolved,2025-07-08 22:12:41,2025-07-13 22:12:41,AGENT_210,3,Technical support for integration issues. Provided API documentation.,LiveChat,2025-10-21 22:12:41
TICKET_000237,CUST_0063,Self-service,Billing Inquiry,Resolved,2025-04-27 22:12:41,2025-04-29 22:12:41,AGENT_295,4,Feature request for additional reporting capabilities. Escalated to product team.,Intercom,2025-10-21 22:12:41
TICKET_000238,CUST_0063,Email,Technical Support,Resolved,2025-05-24 22:12:41,2025-06-07 22:12:41,AGENT_338,3,Billing inquiry regarding recent charges. Explained pricing structure.,Support_System,2025-10-21 22:12:41
TICKET_000239,CUST_0065,Self-service,Technical Support,Resolved,2025-07-17 22:12:41,2025-07-24 22:12:41,AGENT_857,5,Feature request for additional reporting capabilities. Escalated to product team.,Support_System,2025-10-21 22:12:41
TICKET_000240,CUST_0065,Self-service,Bug Report,Open,2025-04-26 22:12:41,,AGENT_315,2,Account access problem. Reset password and verified account status.,Zendesk,2025-10-21 22:12:41
TICKET_000241,CUST_0067,Email,Billing Inquiry,Resolved,2025-07-18 22:12:41,2025-07-19 22:12:41,AGENT_580,4,Account access problem. Reset password and verified account status.,Intercom,2025-10-21 22:12:41
TICKET_000242,CUST_0067,Chat,Billing Inquiry,Resolved,2025-05-04 22:12:41,2025-05-10 22:12:41,AGENT_922,4,Customer reported issue with login functionality. Provided troubleshooting steps.,Zendesk,2025-10-21 22:12:41
TICKET_000243,CUST_0067,Email,Feature Request,Resolved,2025-08-31 22:12:41,2025-09-12 22:12:41,AGENT_660,3,Customer reported issue with login functionality. Provided troubleshooting steps.,LiveChat,2025-10-21 22:12:41
TICKET_000244,CUST_0067,Self-service,Billing Inquiry,Resolved,2025-06-02 22:12:41,2025-06-05 22:12:41,AGENT_700,4,Feature request for additional reporting capabilities. Escalated to product team.,LiveChat,2025-10-21 22:12:41
TICKET_000245,CUST_0067,Call,Billing Inquiry,Resolved,2025-05-21 22:12:41,2025-05-28 22:12:41,AGENT_638,5,Feature request for additional reporting capabilities. Escalated to product team.,LiveChat,2025-10-21 22:12:41
TICKET_000246,CUST_0067,Self-service,Feature Request,Resolved,2025-05-06 22:12:41,2025-05-19 22:12:41,AGENT_437,4,Account access problem. Reset password and verified account status.,Zendesk,2025-10-21 22:12:41
TICKET_000247,CUST_0067,Email,Account Issue,Resolved,2025-06-16 22:12:41,2025-06-26 22:12:41,AGENT_134,3,Technical support for integration issues. Provided API documentation.,Zendesk,2025-10-21 22:12:41
TICKET_000248,CUST_0067,Email,Technical Support,Resolved,2025-10-12 22:12:41,2025-10-25 22:12:41,AGENT_253,3,Feature request for additional reporting capabilities. Escalated to product team.,Support_System,2025-10-21 22:12:41
TICKET_000249,CUST_0067,Self-service,Bug Report,Resolved,2025-10-20 22:12:41,2025-10-29 22:12:41,AGENT_849,3,Account access problem. Reset password and verified account status.,Zendesk,2025-10-21 22:12:41
TICKET_000250,CUST_0068,Call,Feature Request,Resolved,2025-08-29 22:12:41,2025-09-08 22:12:41,AGENT_811,5,Account access problem. Reset password and verified account status.,Intercom,2025-10-21 22:12:41
TICKET_000251,CUST_0068,Self-service,Billing Inquiry,Resolved,2025-08-07 22:12:41,2025-08-16 22:12:41,AGENT_457,5,Billing inquiry regarding recent charges. Explained pricing structure.,Zendesk,2025-10-21 22:12:41
TICKET_000252,CUST_0068,Email,Bug Report,Resolved,2025-10-21 22:12:41,2025-10-29 22:12:41,AGENT_616,5,Account access problem. Reset password and verified account status.,Zendesk,2025-10-21 22:12:41
TICKET_000253,CUST_0068,Call,Feature Request,Resolved,2025-07-22 22:12:41,2025-07-23 22:12:41,AGENT_524,5,Account access problem. Reset password and verified account status.,Support_System,2025-10-21 22:12:41
TICKET_000254,CUST_0070,Email,Feature Request,Resolved,2025-07-30 22:12:41,2025-08-07 22:12:41,AGENT_781,4,Technical support for integration issues. Provided API documentation.,Zendesk,2025-10-21 22:12:41
TICKET_000255,CUST_0070,Self-service,Feature Request,Resolved,2025-10-20 22:12:41,2025-10-22 22:12:41,AGENT_761,5,Customer reported issue with login functionality. Provided troubleshooting steps.,Support_System,2025-10-21 22:12:41
TICKET_000256,CUST_0071,Call,Feature Request,Resolved,2025-10-19 22:12:41,2025-10-31 22:12:41,AGENT_152,5,Feature request for additional reporting capabilities. Escalated to product team.,Zendesk,2025-10-21 22:12:41
TICKET_000257,CUST_0071,Call,Feature Request,Resolved,2025-08-09 22:12:41,2025-08-17 22:12:41,AGENT_474,4,Feature request for additional reporting capabilities. Escalated to product team.,Intercom,2025-10-21 22:12:41
TICKET_000258,CUST_0071,Email,Billing Inquiry,Resolved,2025-06-17 22:12:41,2025-06-28 22:12:41,AGENT_375,4,Customer reported issue with login functionality. Provided troubleshooting steps.,LiveChat,2025-10-21 22:12:41
TICKET_000259,CUST_0071,Chat,Feature Request,Resolved,2025-04-27 22:12:41,2025-05-02 22:12:41,AGENT_127,5,Technical support for integration issues. Provided API documentation.,LiveChat,2025-10-21 22:12:41
TICKET_000260,CUST_0072,Chat,Bug Report,Resolved,2025-07-11 22:12:41,2025-07-16 22:12:41,AGENT_859,5,Billing inquiry regarding recent charges. Explained pricing structure.,LiveChat,2025-10-21 22:12:41
TICKET_000261,CUST_0073,Self-service,Feature Request,Resolved,2025-07-01 22:12:41,2025-07-02 22:12:41,AGENT_351,5,Account access problem. Reset password and verified account status.,Intercom,2025-10-21 22:12:41
TICKET_000262,CUST_0075,Call,Feature Request,Resolved,2025-08-18 22:12:41,2025-08-28 22:12:41,AGENT_690,5,Technical support for integration issues. Provided API documentation.,Support_System,2025-10-21 22:12:41
TICKET_000263,CUST_0075,Chat,Bug Report,Resolved,2025-08-28 22:12:41,2025-09-04 22:12:41,AGENT_319,4,Account access problem. Reset password and verified account status.,Intercom,2025-10-21 22:12:41
TICKET_000264,CUST_0075,Self-service,Feature Request,Resolved,2025-06-21 22:12:41,2025-06-29 22:12:41,AGENT_113,3,Feature request for additional reporting capabilities. Escalated to product team.,LiveChat,2025-10-21 22:12:41
TICKET_000265,CUST_0075,Email,Feature Request,Resolved,2025-09-25 22:12:41,2025-10-04 22:12:41,AGENT_258,4,Billing inquiry regarding recent charges. Explained pricing structure.,Intercom,2025-10-21 22:12:41
TICKET_000266,CUST_0075,Self-service,Billing Inquiry,Resolved,2025-07-06 22:12:41,2025-07-17 22:12:41,AGENT_748,3,Technical support for integration issues. Provided API documentation.,Zendesk,2025-10-21 22:12:41
TICKET_000267,CUST_0075,Chat,Feature Request,Resolved,2025-09-07 22:12:41,2025-09-10 22:12:41,AGENT_776,3,Customer reported issue with login functionality. Provided troubleshooting steps.,Support_System,2025-10-21 22:12:41
TICKET_000268,CUST_0075,Chat,Feature Request,Resolved,2025-07-19 22:12:41,2025-07-31 22:12:41,AGENT_981,4,Technical support for integration issues. Provided API documentation.,LiveChat,2025-10-21 22:12:41
TICKET_000269,CUST_0076,Email,Bug Report,Resolved,2025-05-06 22:12:41,2025-05-14 22:12:41,AGENT_226,4,Technical support for integration issues. Provided API documentation.,Zendesk,2025-10-21 22:12:41
TICKET_000270,CUST_0076,Email,Feature Request,Resolved,2025-09-25 22:12:41,2025-10-01 22:12:41,AGENT_866,5,Billing inquiry regarding recent charges. Explained pricing structure.,Intercom,2025-10-21 22:12:41
TICKET_000271,CUST_0076,Call,Technical Support,Resolved,2025-08-30 22:12:41,2025-09-03 22:12:41,AGENT_361,5,Feature request for additional reporting capabilities. Escalated to product team.,LiveChat,2025-10-21 22:12:41
TICKET_000272,CUST_0076,Self-service,Billing Inquiry,Resolved,2025-06-06 22:12:41,2025-06-20 22:12:41,AGENT_990,5,Feature request for additional reporting capabilities. Escalated to product team.,Zendesk,2025-10-21 22:12:41
TICKET_000273,CUST_0077,Chat,Technical Support,Resolved,2025-04-29 22:12:41,2025-05-12 22:12:41,AGENT_770,5,Billing inquiry regarding recent charges. Explained pricing structure.,Zendesk,2025-10-21 22:12:41
TICKET_000274,CUST_0077,Call,Account Issue,Resolved,2025-10-01 22:12:41,2025-10-03 22:12:41,AGENT_619,3,Technical support for integration issues. Provided API documentation.,Zendesk,2025-10-21 22:12:41
TICKET_000275,CUST_0077,Self-service,Account Issue,Resolved,2025-09-14 22:12:41,2025-09-26 22:12:41,AGENT_342,4,Feature request for additional reporting capabilities. Escalated to product team.,Zendesk,2025-10-21 22:12:41
TICKET_000276,CUST_0077,Self-service,Billing Inquiry,Resolved,2025-08-06 22:12:41,2025-08-20 22:12:41,AGENT_840,5,Account access problem. Reset password and verified account status.,Intercom,2025-10-21 22:12:41
TICKET_000277,CUST_0077,Chat,Technical Support,Resolved,2025-08-31 22:12:41,2025-09-12 22:12:41,AGENT_423,3,Customer reported issue with login functionality. Provided troubleshooting steps.,Intercom,2025-10-21 22:12:41
TICKET_000278,CUST_0077,Chat,Billing Inquiry,Resolved,2025-09-27 22:12:41,2025-10-09 22:12:41,AGENT_541,4,Billing inquiry regarding recent charges. Explained pricing structure.,Support_System,2025-10-21 22:12:41
TICKET_000279,CUST_0077,Chat,Billing Inquiry,Resolved,2025-08-17 22:12:41,2025-08-28 22:12:41,AGENT_199,4,Billing inquiry regarding recent charges. Explained pricing structure.,Intercom,2025-10-21 22:12:41
TICKET_000280,CUST_0078,Self-service,Bug Report,Resolved,2025-10-18 22:12:41,2025-10-26 22:12:41,AGENT_465,5,Technical support for integration issues. Provided API documentation.,Intercom,2025-10-21 22:12:41
TICKET_000281,CUST_0079,Chat,Technical Support,Resolved,2025-08-22 22:12:41,2025-08-30 22:12:41,AGENT_473,5,Billing inquiry regarding recent charges. Explained pricing structure.,Intercom,2025-10-21 22:12:41
TICKET_000282,CUST_0080,Chat,Bug Report,Resolved,2025-09-23 22:12:41,2025-09-24 22:12:41,AGENT_914,4,Customer reported issue with login functionality. Provided troubleshooting steps.,Zendesk,2025-10-21 22:12:41
TICKET_000283,CUST_0080,Email,Account Issue,Resolved,2025-09-02 22:12:41,2025-09-12 22:12:41,AGENT_176,5,Account access problem. Reset password and verified account status.,Zendesk,2025-10-21 22:12:41
TICKET_000284,CUST_0080,Chat,Technical Support,Resolved,2025-05-05 22:12:41,2025-05-11 22:12:41,AGENT_253,3,Billing inquiry regarding recent charges. Explained pricing structure.,Support_System,2025-10-21 22:12:41
TICKET_000285,CUST_0080,Self-service,Feature Request,Resolved,2025-08-23 22:12:41,2025-09-03 22:12:41,AGENT_615,4,Technical support for integration issues. Provided API documentation.,LiveChat,2025-10-21 22:12:41
TICKET_000286,CUST_0080,Chat,Bug Report,Resolved,2025-08-20 22:12:41,2025-08-27 22:12:41,AGENT_733,5,Feature request for additional reporting capabilities. Escalated to product team.,Intercom,2025-10-21 22:12:41
TICKET_000287,CUST_0080,Chat,Feature Request,Resolved,2025-05-01 22:12:41,2025-05-05 22:12:41,AGENT_870,4,Technical support for integration issues. Provided API documentation.,Intercom,2025-10-21 22:12:41
TICKET_000288,CUST_0080,Call,Account Issue,Resolved,2025-04-27 22:12:41,2025-05-04 22:12:41,AGENT_738,3,Billing inquiry regarding recent charges. Explained pricing structure.,LiveChat,2025-10-21 22:12:41
TICKET_000289,CUST_0081,Self-service,Billing Inquiry,In Progress,2025-10-18 22:12:41,,AGENT_985,3,Customer reported issue with login functionality. Provided troubleshooting steps.,Support_System,2025-10-21 22:12:41
TICKET_000290,CUST_0081,Self-service,Bug Report,Resolved,2025-08-27 22:12:41,2025-09-01 22:12:41,AGENT_921,4,Billing inquiry regarding recent charges. Explained pricing structure.,Zendesk,2025-10-21 22:12:41
TICKET_000291,CUST_0081,Call,Feature Request,Resolved,2025-10-17 22:12:41,2025-10-30 22:12:41,AGENT_993,5,Billing inquiry regarding recent charges. Explained pricing structure.,Zendesk,2025-10-21 22:12:41
TICKET_000292,CUST_0081,Email,Bug Report,Resolved,2025-06-16 22:12:41,2025-06-20 22:12:41,AGENT_210,5,Billing inquiry regarding recent charges. Explained pricing structure.,Zendesk,2025-10-21 22:12:41
TICKET_000293,CUST_0082,Call,Account Issue,Resolved,2025-10-20 22:12:41,2025-10-22 22:12:41,AGENT_381,4,Customer reported issue with login functionality. Provided troubleshooting steps.,LiveChat,2025-10-21 22:12:41
TICKET_000294,CUST_0082,Call,Bug Report,Resolved,2025-06-10 22:12:41,2025-06-24 22:12:41,AGENT_813,5,Account access problem. Reset password and verified account status.,Support_System,2025-10-21 22:12:41
TICKET_000295,CUST_0082,Chat,Technical Support,Resolved,2025-07-05 22:12:41,2025-07-06 22:12:41,AGENT_850,5,Customer reported issue with login functionality. Provided troubleshooting steps.,LiveChat,2025-10-21 22:12:41
TICKET_000296,CUST_0082,Email,Account Issue,Resolved,2025-08-05 22:12:41,2025-08-09 22:12:41,AGENT_775,5,Customer reported issue with login functionality. Provided troubleshooting steps.,LiveChat,2025-10-21 22:12:41
TICKET_000297,CUST_0082,Call,Technical Support,Resolved,2025-07-25 22:12:41,2025-07-26 22:12:41,AGENT_201,5,Customer reported issue with login functionality. Provided troubleshooting steps.,LiveChat,2025-10-21 22:12:41
TICKET_000298,CUST_0085,Email,Billing Inquiry,Resolved,2025-07-31 22:12:41,2025-08-09 22:12:41,AGENT_453,5,Account access problem. Reset password and verified account status.,Intercom,2025-10-21 22:12:41
TICKET_000299,CUST_0085,Call,Billing Inquiry,Resolved,2025-06-17 22:12:41,2025-06-23 22:12:41,AGENT_846,4,Technical support for integration issues. Provided API documentation.,Support_System,2025-10-21 22:12:41
TICKET_000300,CUST_0086,Call,Technical Support,Resolved,2025-10-19 22:12:41,2025-10-24 22:12:41,AGENT_239,3,Feature request for additional reporting capabilities. Escalated to product team.,Zendesk,2025-10-21 22:12:41
TICKET_000301,CUST_0086,Email,Billing Inquiry,Resolved,2025-09-18 22:12:41,2025-09-21 22:12:41,AGENT_337,3,Customer reported issue with login functionality. Provided troubleshooting steps.,Support_System,2025-10-21 22:12:41
TICKET_000302,CUST_0086,Email,Billing Inquiry,Resolved,2025-08-15 22:12:41,2025-08-29 22:12:41,AGENT_845,3,Feature request for additional reporting capabilities. Escalated to product team.,Zendesk,2025-10-21 22:12:41
TICKET_000303,CUST_0086,Email,Bug Report,Resolved,2025-05-27 22:12:41,2025-05-31 22:12:41,AGENT_227,3,Account access problem. Reset password and verified account status.,LiveChat,2025-10-21 22:12:41
TICKET_000304,CUST_0086,Email,Account Issue,Resolved,2025-05-06 22:12:41,2025-05-09 22:12:41,AGENT_166,3,Customer reported issue with login functionality. Provided troubleshooting steps.,Intercom,2025-10-21 22:12:41
TICKET_000305,CUST_0087,Call,Billing Inquiry,Resolved,2025-06-02 22:12:41,2025-06-05 22:12:41,AGENT_218,4,Technical support for integration issues. Provided API documentation.,Intercom,2025-10-21 22:12:41
TICKET_000306,CUST_0087,Chat,Bug Report,Resolved,2025-09-20 22:12:41,2025-10-01 22:12:41,AGENT_212,4,Billing inquiry regarding recent charges. Explained pricing structure.,Intercom,2025-10-21 22:12:41
TICKET_000307,CUST_0087,Call,Account Issue,Resolved,2025-09-19 22:12:41,2025-09-29 22:12:41,AGENT_264,4,Account access problem. Reset password and verified account status.,Support_System,2025-10-21 22:12:41
TICKET_000308,CUST_0088,Email,Technical Support,Resolved,2025-10-21 22:12:41,2025-10-24 22:12:41,AGENT_983,3,Technical support for integration issues. Provided API documentation.,Support_System,2025-10-21 22:12:41
TICKET_000309,CUST_0088,Call,Technical Support,Resolved,2025-08-08 22:12:41,2025-08-20 22:12:41,AGENT_468,4,Technical support for integration issues. Provided API documentation.,LiveChat,2025-10-21 22:12:41
TICKET_000310,CUST_0088,Call,Bug Report,Resolved,2025-08-01 22:12:41,2025-08-04 22:12:41,AGENT_273,4,Feature request for additional reporting capabilities. Escalated to product team.,Zendesk,2025-10-21 22:12:41
TICKET_000311,CUST_0088,Self-service,Feature Request,Resolved,2025-08-04 22:12:41,2025-08-17 22:12:41,AGENT_986,3,Technical support for integration issues. Provided API documentation.,Intercom,2025-10-21 22:12:41
TICKET_000312,CUST_0088,Self-service,Billing Inquiry,Resolved,2025-08-21 22:12:41,2025-08-22 22:12:41,AGENT_729,5,Account access problem. Reset password and verified account status.,LiveChat,2025-10-21 22:12:41
TICKET_000313,CUST_0088,Self-service,Account Issue,Resolved,2025-09-18 22:12:41,2025-09-20 22:12:41,AGENT_790,4,Customer reported issue with login functionality. Provided troubleshooting steps.,LiveChat,2025-10-21 22:12:41
TICKET_000314,CUST_0088,Call,Bug Report,Resolved,2025-07-17 22:12:41,2025-07-25 22:12:41,AGENT_412,5,Feature request for additional reporting capabilities. Escalated to product team.,Intercom,2025-10-21 22:12:41
TICKET_000315,CUST_0088,Chat,Account Issue,Resolved,2025-09-30 22:12:41,2025-10-11 22:12:41,AGENT_479,5,Customer reported issue with login functionality. Provided troubleshooting steps.,Intercom,2025-10-21 22:12:41
TICKET_000316,CUST_0089,Call,Account Issue,Resolved,2025-05-09 22:12:41,2025-05-11 22:12:41,AGENT_326,3,Customer reported issue with login functionality. Provided troubleshooting steps.,Intercom,2025-10-21 22:12:41
TICKET_000317,CUST_0089,Self-service,Account Issue,In Progress,2025-06-29 22:12:41,,AGENT_794,1,Customer reported issue with login functionality. Provided troubleshooting steps.,Support_System,2025-10-21 22:12:41
TICKET_000318,CUST_0089,Call,Billing Inquiry,Resolved,2025-07-15 22:12:41,2025-07-27 22:12:41,AGENT_375,4,Account access problem. Reset password and verified account status.,LiveChat,2025-10-21 22:12:41
TICKET_000319,CUST_0089,Call,Account Issue,Resolved,2025-08-27 22:12:41,2025-09-08 22:12:41,AGENT_545,3,Feature request for additional reporting capabilities. Escalated to product team.,Support_System,2025-10-21 22:12:41
TICKET_000320,CUST_0089,Email,Account Issue,Resolved,2025-08-20 22:12:41,2025-09-02 22:12:41,AGENT_956,4,Technical support for integration issues. Provided API documentation.,Intercom,2025-10-21 22:12:41
TICKET_000321,CUST_0089,Email,Billing Inquiry,In Progress,2025-10-01 22:12:41,,AGENT_830,3,Technical support for integration issues. Provided API documentation.,Zendesk,2025-10-21 22:12:41
TICKET_000322,CUST_0090,Self-service,Account Issue,Resolved,2025-06-07 22:12:41,2025-06-15 22:12:41,AGENT_206,5,Account access problem. Reset password and verified account status.,Zendesk,2025-10-21 22:12:41
TICKET_000323,CUST_0090,Call,Account Issue,Resolved,2025-09-13 22:12:41,2025-09-14 22:12:41,AGENT_852,5,Technical support for integration issues. Provided API documentation.,Support_System,2025-10-21 22:12:41
TICKET_000324,CUST_0091,Chat,Feature Request,Resolved,2025-07-05 22:12:41,2025-07-11 22:12:41,AGENT_369,3,Account access problem. Reset password and verified account status.,Zendesk,2025-10-21 22:12:41
TICKET_000325,CUST_0091,Email,Technical Support,Resolved,2025-09-24 22:12:41,2025-10-02 22:12:41,AGENT_120,5,Billing inquiry regarding recent charges. Explained pricing structure.,Zendesk,2025-10-21 22:12:41
TICKET_000326,CUST_0091,Chat,Account Issue,Resolved,2025-08-17 22:12:41,2025-08-28 22:12:41,AGENT_143,4,Customer reported issue with login functionality. Provided troubleshooting steps.,LiveChat,2025-10-21 22:12:41
TICKET_000327,CUST_0093,Email,Account Issue,Resolved,2025-07-09 22:12:41,2025-07-15 22:12:41,AGENT_488,5,Billing inquiry regarding recent charges. Explained pricing structure.,Support_System,2025-10-21 22:12:41
TICKET_000328,CUST_0093,Email,Account Issue,Resolved,2025-04-24 22:12:41,2025-04-25 22:12:41,AGENT_364,4,Account access problem. Reset password and verified account status.,Intercom,2025-10-21 22:12:41
TICKET_000329,CUST_0093,Email,Billing Inquiry,Resolved,2025-10-08 22:12:41,2025-10-18 22:12:41,AGENT_223,5,Customer reported issue with login functionality. Provided troubleshooting steps.,LiveChat,2025-10-21 22:12:41
TICKET_000330,CUST_0094,Chat,Bug Report,Open,2025-06-02 22:12:41,,AGENT_293,1,Billing inquiry regarding recent charges. Explained pricing structure.,Intercom,2025-10-21 22:12:41
TICKET_000331,CUST_0094,Email,Billing Inquiry,Resolved,2025-05-24 22:12:41,2025-06-07 22:12:41,AGENT_874,4,Account access problem. Reset password and verified account status.,Support_System,2025-10-21 22:12:41
TICKET_000332,CUST_0094,Call,Account Issue,Resolved,2025-05-12 22:12:41,2025-05-22 22:12:41,AGENT_927,3,Billing inquiry regarding recent charges. Explained pricing structure.,Support_System,2025-10-21 22:12:41
TICKET_000333,CUST_0094,Call,Bug Report,Resolved,2025-10-12 22:12:41,2025-10-13 22:12:41,AGENT_905,3,Feature request for additional reporting capabilities. Escalated to product team.,LiveChat,2025-10-21 22:12:41
TICKET_000334,CUST_0094,Chat,Billing Inquiry,Open,2025-08-04 22:12:41,,AGENT_299,3,Technical support for integration issues. Provided API documentation.,Zendesk,2025-10-21 22:12:41
TICKET_000335,CUST_0094,Call,Billing Inquiry,Resolved,2025-05-23 22:12:41,2025-06-01 22:12:41,AGENT_878,4,Feature request for additional reporting capabilities. Escalated to product team.,Support_System,2025-10-21 22:12:41
TICKET_000336,CUST_0094,Self-service,Billing Inquiry,Resolved,2025-05-25 22:12:41,2025-06-08 22:12:41,AGENT_457,4,Account access problem. Reset password and verified account status.,Support_System,2025-10-21 22:12:41
TICKET_000337,CUST_0095,Email,Bug Report,Resolved,2025-08-28 22:12:41,2025-09-02 22:12:41,AGENT_316,4,Billing inquiry regarding recent charges. Explained pricing structure.,Support_System,2025-10-21 22:12:41
TICKET_000338,CUST_0096,Email,Bug Report,Resolved,2025-09-10 22:12:41,2025-09-16 22:12:41,AGENT_226,5,Billing inquiry regarding recent charges. Explained pricing structure.,LiveChat,2025-10-21 22:12:41
TICKET_000339,CUST_0096,Email,Account Issue,Resolved,2025-08-22 22:12:41,2025-08-29 22:12:41,AGENT_523,4,Technical support for integration issues. Provided API documentation.,Zendesk,2025-10-21 22:12:41
TICKET_000340,CUST_0096,Call,Feature Request,Resolved,2025-07-20 22:12:41,2025-07-24 22:12:41,AGENT_574,3,Account access problem. Reset password and verified account status.,Support_System,2025-10-21 22:12:41
TICKET_000341,CUST_0096,Self-service,Technical Support,Resolved,2025-05-05 22:12:41,2025-05-13 22:12:41,AGENT_193,4,Customer reported issue with login functionality. Provided troubleshooting steps.,Intercom,2025-10-21 22:12:41
TICKET_000342,CUST_0096,Self-service,Billing Inquiry,Resolved,2025-05-20 22:12:41,2025-05-23 22:12:41,AGENT_369,5,Account access problem. Reset password and verified account status.,Intercom,2025-10-21 22:12:41
TICKET_000343,CUST_0096,Self-service,Feature Request,Resolved,2025-08-17 22:12:41,2025-08-26 22:12:41,AGENT_112,4,Feature request for additional reporting capabilities. Escalated to product team.,Support_System,2025-10-21 22:12:41
TICKET_000344,CUST_0097,Self-service,Account Issue,Resolved,2025-08-15 22:12:41,2025-08-16 22:12:41,AGENT_914,3,Account access problem. Reset password and verified account status.,Zendesk,2025-10-21 22:12:41
TICKET_000345,CUST_0097,Call,Bug Report,Resolved,2025-10-08 22:12:41,2025-10-19 22:12:41,AGENT_648,4,Billing inquiry regarding recent charges. Explained pricing structure.,Zendesk,2025-10-21 22:12:41
TICKET_000346,CUST_0097,Call,Billing Inquiry,Open,2025-05-13 22:12:41,,AGENT_271,3,Technical support for integration issues. Provided API documentation.,Zendesk,2025-10-21 22:12:41
TICKET_000347,CUST_0097,Email,Billing Inquiry,In Progress,2025-07-18 22:12:41,,AGENT_109,1,Technical support for integration issues. Provided API documentation.,Intercom,2025-10-21 22:12:41
TICKET_000348,CUST_0097,Call,Account Issue,Resolved,2025-07-08 22:12:41,2025-07-10 22:12:41,AGENT_379,3,Account access problem. Reset password and verified account status.,LiveChat,2025-10-21 22:12:41
TICKET_000349,CUST_0097,Call,Bug Report,Resolved,2025-07-07 22:12:41,2025-07-10 22:12:41,AGENT_493,4,Technical support for integration issues. Provided API documentation.,Zendesk,2025-10-21 22:12:41
TICKET_000350,CUST_0097,Self-service,Technical Support,Resolved,2025-07-31 22:12:41,2025-08-14 22:12:41,AGENT_666,5,Billing inquiry regarding recent charges. Explained pricing structure.,Support_System,2025-10-21 22:12:41
TICKET_000351,CUST_0097,Call,Bug Report,Resolved,2025-09-26 22:12:41,2025-09-30 22:12:41,AGENT_295,4,Billing inquiry regarding recent charges. Explained pricing structure.,Support_System,2025-10-21 22:12:41
TICKET_000352,CUST_0097,Self-service,Feature Request,Resolved,2025-09-30 22:12:41,2025-10-05 22:12:41,AGENT_259,5,Customer reported issue with login functionality. Provided troubleshooting steps.,Support_System,2025-10-21 22:12:41
TICKET_000353,CUST_0097,Chat,Bug Report,Open,2025-07-01 22:12:41,,AGENT_247,3,Feature request for additional reporting capabilities. Escalated to product team.,Intercom,2025-10-21 22:12:41
TICKET_000354,CUST_0098,Chat,Bug Report,Resolved,2025-06-20 22:12:41,2025-07-02 22:12:41,AGENT_265,3,Feature request for additional reporting capabilities. Escalated to product team.,Zendesk,2025-10-21 22:12:41
TICKET_000355,CUST_0098,Email,Technical Support,Resolved,2025-06-24 22:12:41,2025-06-27 22:12:41,AGENT_781,4,Account access problem. Reset password and verified account status.,Zendesk,2025-10-21 22:12:41
TICKET_000356,CUST_0099,Chat,Technical Support,Resolved,2025-09-10 22:12:41,2025-09-17 22:12:41,AGENT_240,4,Technical support for integration issues. Provided API documentation.,LiveChat,2025-10-21 22:12:41
TICKET_000357,CUST_0099,Email,Billing Inquiry,Resolved,2025-10-03 22:12:41,2025-10-10 22:12:41,AGENT_210,4,Technical support for integration issues. Provided API documentation.,LiveChat,2025-10-21 22:12:41
TICKET_000358,CUST_0099,Call,Billing Inquiry,Resolved,2025-06-07 22:12:41,2025-06-20 22:12:41,AGENT_230,3,Customer reported issue with login functionality. Provided troubleshooting steps.,Support_System,2025-10-21 22:12:41
TICKET_000359,CUST_0099,Self-service,Feature Request,Resolved,2025-06-13 22:12:41,2025-06-18 22:12:41,AGENT_150,4,Technical support for integration issues. Provided API documentation.,Intercom,2025-10-21 22:12:41
TICKET_000360,CUST_0099,Chat,Bug Report,Open,2025-06-05 22:12:41,,AGENT_564,2,Billing inquiry regarding recent charges. Explained pricing structure.,Zendesk,2025-10-21 22:12:41
TICKET_000361,CUST_0100,Email,Billing Inquiry,Resolved,2025-05-25 22:12:41,2025-06-04 22:12:41,AGENT_932,3,Feature request for additional reporting capabilities. Escalated to product team.,Zendesk,2025-10-21 22:12:41
