transaction_id,customer_id,transaction_date,amount,currency,payment_method,product_id,product_name,quantity,transaction_type,source_system,ingestion_timestamp
TXN_001080,CUST_0087,2025-10-16 22:12:41,3569.19,USD,Credit Card,PROD_9564,Consulting,4,Purchase,Billing_Platform,2025-10-21 22:12:41
TXN_001081,CUST_0087,2025-08-31 22:12:41,4999.12,USD,Invoice,PROD_3961,Consulting,1,Purchase,Billing_Platform,2025-10-21 22:12:41
TXN_001082,CUST_0087,2025-08-02 22:12:41,6340.27,USD,Invoice,PROD_1464,Software License,3,Refund,Sales_System,2025-10-21 22:12:41
TXN_001083,CUST_0087,2025-08-24 22:12:41,3278.39,USD,Invoice,PROD_6636,Training,3,Subscription Payment,ECommerce_API,2025-10-21 22:12:41
TXN_001084,CUST_0087,2025-09-20 22:12:41,4802.64,USD,Credit Card,PROD_5311,Software License,3,Purchase,Billing_Platform,2025-10-21 22:12:41
TXN_001085,CUST_0087,2025-09-25 22:12:41,5322.0,USD,Bank Transfer,PROD_6710,Add-on Module,3,Subscription Payment,Billing_Platform,2025-10-21 22:12:41
TXN_001086,CUST_0088,2025-09-16 22:12:41,526.04,USD,Credit Card,PROD_6010,Add-on Module,2,Purchase,Billing_Platform,2025-10-21 22:12:41
TXN_001087,CUST_0088,2025-09-20 22:12:41,458.54,USD,PayPal,PROD_4050,Training,5,Purchase,ECommerce_API,2025-10-21 22:12:41
TXN_001088,CUST_0088,2025-09-18 22:12:41,387.54,USD,Credit Card,PROD_8172,Consulting,3,Purchase,ECommerce_API,2025-10-21 22:12:41
TXN_001089,CUST_0088,2025-09-19 22:12:41,327.37,USD,Bank Transfer,PROD_6087,Training,1,Purchase,Sales_System,2025-10-21 22:12:41
TXN_001090,CUST_0088,2025-09-17 22:12:41,446.75,USD,PayPal,PROD_2244,Add-on Module,2,Purchase,Billing_Platform,2025-10-21 22:12:41
TXN_001091,CUST_0088,2025-09-20 22:12:41,295.42,USD,Credit Card,PROD_3388,Add-on Module,4,Subscription Payment,Sales_System,2025-10-21 22:12:41
TXN_001092,CUST_0088,2025-09-16 22:12:41,53.82,USD,Credit Card,PROD_2697,Consulting,2,Refund,Sales_System,2025-10-21 22:12:41
TXN_001093,CUST_0088,2025-09-17 22:12:41,492.53,USD,PayPal,PROD_8250,Software License,3,Upgrade,Billing_Platform,2025-10-21 22:12:41
TXN_001094,CUST_0089,2025-04-04 22:12:41,150.81,USD,Credit Card,PROD_4700,Support Package,2,Purchase,ECommerce_API,2025-10-21 22:12:41
TXN_001095,CUST_0090,2025-09-14 22:12:41,58.74,USD,Credit Card,PROD_8191,Software License,5,Purchase,ECommerce_API,2025-10-21 22:12:41
TXN_001096,CUST_0090,2025-08-11 22:12:41,140.65,USD,Credit Card,PROD_9496,Add-on Module,2,Purchase,Sales_System,2025-10-21 22:12:41
TXN_001097,CUST_0090,2025-08-31 22:12:41,239.24,USD,PayPal,PROD_6963,Consulting,3,Subscription Payment,ECommerce_API,2025-10-21 22:12:41
TXN_001098,CUST_0090,2025-08-27 22:12:41,326.3,USD,Credit Card,PROD_2262,Support Package,3,Purchase,Sales_System,2025-10-21 22:12:41
TXN_001099,CUST_0090,2025-10-04 22:12:41,203.02,USD,Credit Card,PROD_2583,Support Package,5,Purchase,Sales_System,2025-10-21 22:12:41
TXN_001100,CUST_0090,2025-08-22 22:12:41,157.7,USD,Credit Card,PROD_6707,Software License,5,Purchase,Sales_System,2025-10-21 22:12:41
TXN_001101,CUST_0090,2025-07-24 22:12:41,190.69,USD,PayPal,PROD_1871,Add-on Module,2,Purchase,ECommerce_API,2025-10-21 22:12:41
TXN_001102,CUST_0090,2025-08-03 22:12:41,284.98,USD,Credit Card,PROD_3807,Add-on Module,4,Purchase,Billing_Platform,2025-10-21 22:12:41
TXN_001103,CUST_0090,2025-08-11 22:12:41,162.66,USD,Credit Card,PROD_3422,Software License,3,Purchase,Billing_Platform,2025-10-21 22:12:41
TXN_001104,CUST_0090,2025-07-26 22:12:41,153.39,USD,Credit Card,PROD_1451,Training,5,Purchase,Sales_System,2025-10-21 22:12:41
TXN_001105,CUST_0090,2025-08-06 22:12:41,172.54,USD,Credit Card,PROD_8407,Support Package,4,Purchase,ECommerce_API,2025-10-21 22:12:41
TXN_001106,CUST_0091,2024-12-05 22:12:41,56.76,USD,Bank Transfer,PROD_6152,Support Package,5,Upgrade,Billing_Platform,2025-10-21 22:12:41
TXN_001107,CUST_0091,2025-07-26 22:12:41,82.42,USD,PayPal,PROD_2163,Training,5,Purchase,Sales_System,2025-10-21 22:12:41
TXN_001108,CUST_0092,2025-10-01 22:12:41,7702.72,USD,Bank Transfer,PROD_3938,Support Package,5,Subscription Payment,Billing_Platform,2025-10-21 22:12:41
TXN_001109,CUST_0092,2025-10-18 22:12:41,5680.56,USD,Bank Transfer,PROD_2542,Consulting,1,Purchase,ECommerce_API,2025-10-21 22:12:41
TXN_001110,CUST_0092,2025-08-09 22:12:41,4786.58,USD,Bank Transfer,PROD_8772,Consulting,4,Purchase,Billing_Platform,2025-10-21 22:12:41
TXN_001111,CUST_0092,2025-09-08 22:12:41,4725.28,USD,Credit Card,PROD_8051,Training,3,Purchase,ECommerce_API,2025-10-21 22:12:41
TXN_001112,CUST_0092,2025-08-19 22:12:41,2750.07,USD,Credit Card,PROD_6754,Training,4,Purchase,Sales_System,2025-10-21 22:12:41
TXN_001113,CUST_0092,2025-08-01 22:12:41,6550.62,USD,Credit Card,PROD_1334,Consulting,1,Purchase,Sales_System,2025-10-21 22:12:41
TXN_001114,CUST_0092,2025-10-14 22:12:41,5057.7,USD,Invoice,PROD_1028,Software License,3,Purchase,Sales_System,2025-10-21 22:12:41
TXN_001115,CUST_0092,2025-10-20 22:12:41,4898.24,USD,Credit Card,PROD_7141,Consulting,3,Purchase,Billing_Platform,2025-10-21 22:12:41
TXN_001116,CUST_0092,2025-09-29 22:12:41,10139.41,USD,Credit Card,PROD_4577,Add-on Module,4,Purchase,ECommerce_API,2025-10-21 22:12:41
TXN_001117,CUST_0092,2025-10-09 22:12:41,5642.77,USD,Invoice,PROD_3898,Support Package,5,Purchase,ECommerce_API,2025-10-21 22:12:41
TXN_001118,CUST_0092,2025-07-23 22:12:41,4010.66,USD,Invoice,PROD_8292,Support Package,5,Purchase,Billing_Platform,2025-10-21 22:12:41
TXN_001119,CUST_0092,2025-08-03 22:12:41,4516.25,USD,Credit Card,PROD_6106,Add-on Module,1,Subscription Payment,ECommerce_API,2025-10-21 22:12:41
TXN_001120,CUST_0092,2025-10-08 22:12:41,6962.85,USD,Credit Card,PROD_2633,Support Package,5,Purchase,ECommerce_API,2025-10-21 22:12:41
TXN_001121,CUST_0092,2025-09-27 22:12:41,5354.61,USD,Bank Transfer,PROD_9978,Add-on Module,3,Refund,ECommerce_API,2025-10-21 22:12:41
TXN_001122,CUST_0092,2025-08-25 22:12:41,2944.14,USD,Invoice,PROD_6991,Add-on Module,1,Purchase,Billing_Platform,2025-10-21 22:12:41
TXN_001123,CUST_0092,2025-09-21 22:12:41,6606.74,USD,Invoice,PROD_1681,Consulting,2,Subscription Payment,ECommerce_API,2025-10-21 22:12:41
TXN_001124,CUST_0092,2025-10-14 22:12:41,4140.61,USD,Invoice,PROD_9517,Consulting,5,Purchase,Billing_Platform,2025-10-21 22:12:41
TXN_001125,CUST_0092,2025-07-29 22:12:41,8088.97,USD,Bank Transfer,PROD_9715,Add-on Module,5,Purchase,Sales_System,2025-10-21 22:12:41
TXN_001126,CUST_0092,2025-09-01 22:12:41,6856.58,USD,Bank Transfer,PROD_8338,Support Package,3,Purchase,Billing_Platform,2025-10-21 22:12:41
TXN_001127,CUST_0092,2025-09-14 22:12:41,4483.68,USD,Invoice,PROD_2349,Consulting,4,Purchase,ECommerce_API,2025-10-21 22:12:41
TXN_001128,CUST_0092,2025-10-18 22:12:41,7168.81,USD,Bank Transfer,PROD_7370,Training,5,Purchase,ECommerce_API,2025-10-21 22:12:41
TXN_001129,CUST_0092,2025-08-19 22:12:41,5284.05,USD,Invoice,PROD_1682,Training,1,Purchase,Billing_Platform,2025-10-21 22:12:41
TXN_001130,CUST_0093,2025-08-07 22:12:41,395.57,USD,PayPal,PROD_6138,Add-on Module,5,Purchase,Sales_System,2025-10-21 22:12:41
TXN_001131,CUST_0093,2025-10-15 22:12:41,360.79,USD,Credit Card,PROD_6763,Software License,3,Purchase,Sales_System,2025-10-21 22:12:41
TXN_001132,CUST_0093,2025-10-15 22:12:41,235.01,USD,PayPal,PROD_3921,Consulting,5,Purchase,Sales_System,2025-10-21 22:12:41
TXN_001133,CUST_0093,2025-09-04 22:12:41,254.17,USD,PayPal,PROD_4042,Software License,2,Purchase,Billing_Platform,2025-10-21 22:12:41
TXN_001134,CUST_0093,2025-09-11 22:12:41,412.31,USD,Credit Card,PROD_1255,Support Package,4,Purchase,Billing_Platform,2025-10-21 22:12:41
TXN_001135,CUST_0093,2025-09-03 22:12:41,283.35,USD,Credit Card,PROD_4938,Software License,3,Purchase,Sales_System,2025-10-21 22:12:41
TXN_001136,CUST_0093,2025-09-09 22:12:41,276.84,USD,Bank Transfer,PROD_7585,Consulting,2,Purchase,Billing_Platform,2025-10-21 22:12:41
TXN_001137,CUST_0094,2025-08-21 22:12:41,81.16,USD,PayPal,PROD_6074,Training,4,Purchase,Billing_Platform,2025-10-21 22:12:41
TXN_001138,CUST_0094,2025-06-30 22:12:41,128.21,USD,PayPal,PROD_7813,Training,4,Purchase,ECommerce_API,2025-10-21 22:12:41
TXN_001139,CUST_0094,2025-08-04 22:12:41,184.14,USD,Credit Card,PROD_1170,Support Package,4,Purchase,Sales_System,2025-10-21 22:12:41
TXN_001140,CUST_0095,2025-08-25 22:12:41,87.86,USD,Credit Card,PROD_2888,Support Package,1,Purchase,Billing_Platform,2025-10-21 22:12:41
TXN_001141,CUST_0095,2025-08-20 22:12:41,130.2,USD,Credit Card,PROD_5202,Add-on Module,3,Purchase,Sales_System,2025-10-21 22:12:41
TXN_001142,CUST_0095,2025-09-01 22:12:41,184.02,USD,Credit Card,PROD_5284,Training,3,Subscription Payment,Billing_Platform,2025-10-21 22:12:41
TXN_001143,CUST_0095,2025-10-06 22:12:41,126.17,USD,Credit Card,PROD_9158,Support Package,1,Purchase,Billing_Platform,2025-10-21 22:12:41
TXN_001144,CUST_0095,2025-10-05 22:12:41,146.8,USD,Credit Card,PROD_2825,Software License,4,Purchase,Billing_Platform,2025-10-21 22:12:41
TXN_001145,CUST_0095,2025-10-17 22:12:41,88.06,USD,PayPal,PROD_2104,Support Package,1,Subscription Payment,Billing_Platform,2025-10-21 22:12:41
TXN_001146,CUST_0095,2025-08-27 22:12:41,145.87,USD,PayPal,PROD_1672,Consulting,2,Purchase,Sales_System,2025-10-21 22:12:41
TXN_001147,CUST_0095,2025-08-18 22:12:41,122.0,USD,PayPal,PROD_1716,Support Package,2,Subscription Payment,Sales_System,2025-10-21 22:12:41
TXN_001148,CUST_0095,2025-10-20 22:12:41,167.48,USD,Bank Transfer,PROD_6736,Training,3,Refund,ECommerce_API,2025-10-21 22:12:41
TXN_001149,CUST_0095,2025-09-26 22:12:41,175.3,USD,Bank Transfer,PROD_5780,Software License,4,Purchase,Sales_System,2025-10-21 22:12:41
TXN_001150,CUST_0095,2025-10-13 22:12:41,229.68,USD,Credit Card,PROD_8190,Support Package,3,Purchase,Billing_Platform,2025-10-21 22:12:41
TXN_001151,CUST_0095,2025-08-26 22:12:41,151.74,USD,Credit Card,PROD_3639,Support Package,5,Purchase,Billing_Platform,2025-10-21 22:12:41
TXN_001152,CUST_0095,2025-08-12 22:12:41,141.89,USD,Bank Transfer,PROD_7716,Software License,1,Purchase,Sales_System,2025-10-21 22:12:41
TXN_001153,CUST_0095,2025-08-14 22:12:41,136.8,USD,Credit Card,PROD_3350,Support Package,3,Purchase,Billing_Platform,2025-10-21 22:12:41
TXN_001154,CUST_0095,2025-09-22 22:12:41,115.56,USD,Credit Card,PROD_7349,Software License,5,Purchase,Sales_System,2025-10-21 22:12:41
TXN_001155,CUST_0095,2025-10-06 22:12:41,142.39,USD,PayPal,PROD_1324,Software License,5,Purchase,Sales_System,2025-10-21 22:12:41
TXN_001156,CUST_0095,2025-08-22 22:12:41,117.8,USD,Bank Transfer,PROD_7336,Consulting,3,Purchase,ECommerce_API,2025-10-21 22:12:41
TXN_001157,CUST_0096,2025-07-19 22:12:41,375.35,USD,Credit Card,PROD_3509,Consulting,4,Refund,ECommerce_API,2025-10-21 22:12:41
TXN_001158,CUST_0096,2025-05-07 22:12:41,498.53,USD,PayPal,PROD_3856,Support Package,2,Purchase,ECommerce_API,2025-10-21 22:12:41
TXN_001159,CUST_0096,2025-07-18 22:12:41,249.41,USD,PayPal,PROD_5912,Training,1,Purchase,Billing_Platform,2025-10-21 22:12:41
TXN_001160,CUST_0096,2025-09-11 22:12:41,479.48,USD,Credit Card,PROD_3048,Add-on Module,2,Upgrade,Sales_System,2025-10-21 22:12:41
TXN_001161,CUST_0097,2025-06-10 22:12:41,200.4,USD,Credit Card,PROD_8272,Consulting,4,Subscription Payment,ECommerce_API,2025-10-21 22:12:41
TXN_001162,CUST_0097,2025-05-26 22:12:41,138.56,USD,Credit Card,PROD_9682,Training,4,Purchase,Billing_Platform,2025-10-21 22:12:41
TXN_001163,CUST_0097,2025-07-21 22:12:41,52.21,USD,Credit Card,PROD_6954,Support Package,5,Purchase,ECommerce_API,2025-10-21 22:12:41
TXN_001164,CUST_0097,2025-05-04 22:12:41,117.45,USD,PayPal,PROD_4498,Consulting,3,Purchase,ECommerce_API,2025-10-21 22:12:41
TXN_001165,CUST_0097,2025-08-16 22:12:41,199.54,USD,Credit Card,PROD_7752,Add-on Module,4,Purchase,Billing_Platform,2025-10-21 22:12:41
TXN_001166,CUST_0097,2025-08-01 22:12:41,142.66,USD,Credit Card,PROD_9478,Add-on Module,2,Purchase,ECommerce_API,2025-10-21 22:12:41
TXN_001167,CUST_0098,2025-09-15 22:12:41,332.21,USD,PayPal,PROD_5478,Consulting,5,Purchase,Sales_System,2025-10-21 22:12:41
TXN_001168,CUST_0098,2025-04-30 22:12:41,402.59,USD,PayPal,PROD_4240,Consulting,5,Subscription Payment,Billing_Platform,2025-10-21 22:12:41
TXN_001169,CUST_0098,2025-06-08 22:12:41,594.09,USD,Credit Card,PROD_8973,Support Package,2,Subscription Payment,ECommerce_API,2025-10-21 22:12:41
TXN_001170,CUST_0102,2025-08-29 22:12:41,231.85,USD,Credit Card,PROD_4489,Training,2,Subscription Payment,ECommerce_API,2025-10-21 22:12:41
TXN_001171,CUST_0104,2025-08-25 22:12:41,471.97,USD,Credit Card,PROD_3618,Support Package,3,Purchase,Billing_Platform,2025-10-21 22:12:41
TXN_001172,CUST_0104,2025-10-01 22:12:41,452.46,USD,Credit Card,PROD_8693,Add-on Module,5,Purchase,Sales_System,2025-10-21 22:12:41
TXN_001173,CUST_0104,2025-09-16 22:12:41,448.66,USD,PayPal,PROD_3402,Support Package,1,Purchase,ECommerce_API,2025-10-21 22:12:41
TXN_001174,CUST_0104,2025-10-09 22:12:41,367.72,USD,PayPal,PROD_8813,Support Package,4,Purchase,Billing_Platform,2025-10-21 22:12:41
TXN_001175,CUST_0104,2025-10-19 22:12:41,754.8,USD,Credit Card,PROD_3979,Training,4,Purchase,ECommerce_API,2025-10-21 22:12:41
TXN_001176,CUST_0104,2025-10-19 22:12:41,459.25,USD,Bank Transfer,PROD_2392,Add-on Module,3,Subscription Payment,ECommerce_API,2025-10-21 22:12:41
TXN_001177,CUST_0104,2025-10-13 22:12:41,694.06,USD,Credit Card,PROD_3449,Add-on Module,3,Purchase,Billing_Platform,2025-10-21 22:12:41
TXN_001178,CUST_0104,2025-07-28 22:12:41,740.45,USD,Credit Card,PROD_2361,Training,3,Subscription Payment,ECommerce_API,2025-10-21 22:12:41
TXN_001179,CUST_0104,2025-08-05 22:12:41,660.68,USD,Bank Transfer,PROD_7844,Consulting,1,Purchase,Billing_Platform,2025-10-21 22:12:41
TXN_001180,CUST_0104,2025-09-05 22:12:41,442.58,USD,PayPal,PROD_9526,Support Package,5,Purchase,Billing_Platform,2025-10-21 22:12:41
TXN_001181,CUST_0104,2025-08-20 22:12:41,569.99,USD,Credit Card,PROD_6023,Support Package,1,Purchase,ECommerce_API,2025-10-21 22:12:41
TXN_001182,CUST_0104,2025-08-25 22:12:41,504.72,USD,Bank Transfer,PROD_8505,Training,1,Purchase,Sales_System,2025-10-21 22:12:41
TXN_001183,CUST_0104,2025-10-11 22:12:41,370.58,USD,Credit Card,PROD_1174,Software License,2,Subscription Payment,Sales_System,2025-10-21 22:12:41
TXN_001184,CUST_0104,2025-08-09 22:12:41,557.89,USD,Credit Card,PROD_7226,Consulting,2,Refund,ECommerce_API,2025-10-21 22:12:41
TXN_001185,CUST_0104,2025-10-17 22:12:41,328.58,USD,PayPal,PROD_9398,Training,4,Purchase,ECommerce_API,2025-10-21 22:12:41
TXN_001186,CUST_0105,2025-07-20 22:12:41,199.8,USD,Bank Transfer,PROD_5614,Training,5,Purchase,ECommerce_API,2025-10-21 22:12:41
TXN_001187,CUST_0105,2025-08-01 22:12:41,126.78,USD,Bank Transfer,PROD_2859,Software License,3,Subscription Payment,Billing_Platform,2025-10-21 22:12:41
TXN_001188,CUST_0105,2025-07-21 22:12:41,156.2,USD,PayPal,PROD_7117,Software License,2,Purchase,Billing_Platform,2025-10-21 22:12:41
TXN_001189,CUST_0106,2025-09-21 22:12:41,1473.26,USD,PayPal,PROD_6589,Software License,1,Subscription Payment,Sales_System,2025-10-21 22:12:41
TXN_001190,CUST_0106,2025-10-12 22:12:41,1252.4,USD,Credit Card,PROD_2733,Consulting,3,Subscription Payment,Sales_System,2025-10-21 22:12:41
TXN_001191,CUST_0106,2025-10-06 22:12:41,1596.86,USD,Credit Card,PROD_2329,Support Package,2,Refund,Billing_Platform,2025-10-21 22:12:41
TXN_001192,CUST_0106,2025-10-10 22:12:41,1164.41,USD,PayPal,PROD_4818,Software License,1,Purchase,Billing_Platform,2025-10-21 22:12:41
TXN_001193,CUST_0106,2025-10-15 22:12:41,1712.79,USD,PayPal,PROD_4156,Consulting,3,Purchase,ECommerce_API,2025-10-21 22:12:41
TXN_001194,CUST_0106,2025-09-26 22:12:41,809.57,USD,PayPal,PROD_8687,Consulting,5,Subscription Payment,ECommerce_API,2025-10-21 22:12:41
TXN_001195,CUST_0106,2025-07-27 22:12:41,1409.35,USD,Credit Card,PROD_1103,Software License,4,Purchase,Billing_Platform,2025-10-21 22:12:41
TXN_001196,CUST_0106,2025-09-29 22:12:41,2147.7,USD,Bank Transfer,PROD_4102,Training,2,Subscription Payment,Sales_System,2025-10-21 22:12:41
TXN_001197,CUST_0106,2025-10-06 22:12:41,950.37,USD,PayPal,PROD_6265,Software License,2,Purchase,Billing_Platform,2025-10-21 22:12:41
TXN_001198,CUST_0106,2025-10-01 22:12:41,1081.78,USD,Credit Card,PROD_9301,Add-on Module,3,Purchase,Sales_System,2025-10-21 22:12:41
TXN_001199,CUST_0106,2025-09-15 22:12:41,1567.21,USD,Credit Card,PROD_9692,Training,3,Subscription Payment,Billing_Platform,2025-10-21 22:12:41
TXN_001200,CUST_0106,2025-07-30 22:12:41,1431.02,USD,PayPal,PROD_2059,Training,3,Subscription Payment,Billing_Platform,2025-10-21 22:12:41
TXN_001201,CUST_0106,2025-10-13 22:12:41,1500.7,USD,Credit Card,PROD_8046,Software License,5,Subscription Payment,Billing_Platform,2025-10-21 22:12:41
TXN_001202,CUST_0106,2025-07-27 22:12:41,1557.14,USD,PayPal,PROD_2445,Consulting,1,Upgrade,ECommerce_API,2025-10-21 22:12:41
TXN_001203,CUST_0107,2025-09-05 22:12:41,7890.46,USD,Bank Transfer,PROD_6227,Add-on Module,1,Purchase,ECommerce_API,2025-10-21 22:12:41
TXN_001204,CUST_0107,2025-09-06 22:12:41,8834.95,USD,Bank Transfer,PROD_9013,Consulting,3,Purchase,ECommerce_API,2025-10-21 22:12:41
TXN_001205,CUST_0107,2025-08-13 22:12:41,7443.24,USD,Invoice,PROD_1699,Support Package,2,Purchase,Sales_System,2025-10-21 22:12:41
TXN_001206,CUST_0107,2025-09-06 22:12:41,6148.58,USD,Bank Transfer,PROD_7606,Consulting,3,Refund,ECommerce_API,2025-10-21 22:12:41
TXN_001207,CUST_0107,2025-08-23 22:12:41,7965.73,USD,Bank Transfer,PROD_1401,Support Package,4,Purchase,Billing_Platform,2025-10-21 22:12:41
TXN_001208,CUST_0107,2025-09-11 22:12:41,10406.22,USD,Credit Card,PROD_8116,Support Package,4,Purchase,Sales_System,2025-10-21 22:12:41
TXN_001209,CUST_0107,2025-09-29 22:12:41,6364.58,USD,Credit Card,PROD_7410,Support Package,2,Purchase,ECommerce_API,2025-10-21 22:12:41
TXN_001210,CUST_0107,2025-10-02 22:12:41,4690.47,USD,Credit Card,PROD_3593,Support Package,1,Purchase,ECommerce_API,2025-10-21 22:12:41
TXN_001211,CUST_0107,2025-08-12 22:12:41,8829.74,USD,Credit Card,PROD_9177,Support Package,4,Purchase,ECommerce_API,2025-10-21 22:12:41
TXN_001212,CUST_0107,2025-08-27 22:12:41,6388.94,USD,Invoice,PROD_1979,Support Package,4,Upgrade,ECommerce_API,2025-10-21 22:12:41
TXN_001213,CUST_0107,2025-10-08 22:12:41,2307.97,USD,Credit Card,PROD_3317,Training,4,Purchase,Billing_Platform,2025-10-21 22:12:41
TXN_001214,CUST_0107,2025-08-16 22:12:41,8313.41,USD,Invoice,PROD_6046,Support Package,4,Purchase,Sales_System,2025-10-21 22:12:41
TXN_001215,CUST_0107,2025-10-01 22:12:41,5563.82,USD,Credit Card,PROD_2996,Training,5,Purchase,Sales_System,2025-10-21 22:12:41
TXN_001216,CUST_0107,2025-10-05 22:12:41,6448.29,USD,Bank Transfer,PROD_3099,Training,3,Subscription Payment,ECommerce_API,2025-10-21 22:12:41
TXN_001217,CUST_0107,2025-08-10 22:12:41,7288.46,USD,Invoice,PROD_7832,Software License,1,Purchase,Billing_Platform,2025-10-21 22:12:41
TXN_001218,CUST_0107,2025-09-25 22:12:41,7007.12,USD,Invoice,PROD_8801,Support Package,3,Purchase,ECommerce_API,2025-10-21 22:12:41
TXN_001219,CUST_0107,2025-08-11 22:12:41,8039.06,USD,Credit Card,PROD_6272,Training,2,Refund,Sales_System,2025-10-21 22:12:41
TXN_001220,CUST_0107,2025-08-09 22:12:41,5762.35,USD,Invoice,PROD_5081,Support Package,5,Purchase,ECommerce_API,2025-10-21 22:12:41
TXN_001221,CUST_0107,2025-08-10 22:12:41,7648.62,USD,Bank Transfer,PROD_2566,Software License,3,Purchase,ECommerce_API,2025-10-21 22:12:41
TXN_001222,CUST_0107,2025-10-03 22:12:41,6112.21,USD,Bank Transfer,PROD_5358,Software License,5,Purchase,Billing_Platform,2025-10-21 22:12:41
TXN_001223,CUST_0107,2025-08-25 22:12:41,8097.44,USD,Credit Card,PROD_6960,Support Package,3,Subscription Payment,Billing_Platform,2025-10-21 22:12:41
TXN_001224,CUST_0107,2025-08-22 22:12:41,7851.97,USD,Credit Card,PROD_8906,Software License,3,Purchase,Sales_System,2025-10-21 22:12:41
TXN_001225,CUST_0107,2025-10-03 22:12:41,4768.2,USD,Bank Transfer,PROD_9786,Training,4,Upgrade,Billing_Platform,2025-10-21 22:12:41
TXN_001226,CUST_0107,2025-07-31 22:12:41,8787.79,USD,Credit Card,PROD_1992,Add-on Module,5,Purchase,Sales_System,2025-10-21 22:12:41
TXN_001227,CUST_0107,2025-09-27 22:12:41,5562.56,USD,Bank Transfer,PROD_7160,Add-on Module,3,Purchase,ECommerce_API,2025-10-21 22:12:41
TXN_001228,CUST_0107,2025-07-24 22:12:41,8235.14,USD,Invoice,PROD_3360,Software License,3,Purchase,ECommerce_API,2025-10-21 22:12:41
TXN_001229,CUST_0107,2025-10-18 22:12:41,7358.67,USD,Credit Card,PROD_3418,Consulting,1,Purchase,ECommerce_API,2025-10-21 22:12:41
TXN_001230,CUST_0107,2025-08-02 22:12:41,10283.54,USD,Credit Card,PROD_6146,Support Package,5,Purchase,Billing_Platform,2025-10-21 22:12:41
TXN_001231,CUST_0107,2025-09-16 22:12:41,6183.96,USD,Bank Transfer,PROD_3668,Support Package,5,Purchase,Sales_System,2025-10-21 22:12:41
TXN_001232,CUST_0107,2025-10-05 22:12:41,5933.7,USD,Credit Card,PROD_6349,Software License,1,Purchase,Sales_System,2025-10-21 22:12:41
TXN_001233,CUST_0107,2025-08-21 22:12:41,6589.7,USD,Credit Card,PROD_8114,Training,4,Purchase,Sales_System,2025-10-21 22:12:41
TXN_001234,CUST_0107,2025-09-10 22:12:41,6025.45,USD,Credit Card,PROD_1565,Training,5,Subscription Payment,Sales_System,2025-10-21 22:12:41
TXN_001235,CUST_0107,2025-09-15 22:12:41,8219.0,USD,Credit Card,PROD_1915,Add-on Module,1,Subscription Payment,Sales_System,2025-10-21 22:12:41
TXN_001236,CUST_0107,2025-10-05 22:12:41,3414.29,USD,Bank Transfer,PROD_9565,Software License,2,Purchase,Billing_Platform,2025-10-21 22:12:41
TXN_001237,CUST_0107,2025-09-21 22:12:41,4533.07,USD,Credit Card,PROD_7760,Training,3,Purchase,ECommerce_API,2025-10-21 22:12:41
TXN_001238,CUST_0107,2025-10-13 22:12:41,4505.0,USD,Bank Transfer,PROD_7487,Add-on Module,1,Purchase,Sales_System,2025-10-21 22:12:41
TXN_001239,CUST_0107,2025-10-02 22:12:41,8518.0,USD,Bank Transfer,PROD_2888,Software License,2,Purchase,ECommerce_API,2025-10-21 22:12:41
TXN_001240,CUST_0107,2025-09-22 22:12:41,10029.86,USD,Credit Card,PROD_4694,Add-on Module,1,Purchase,ECommerce_API,2025-10-21 22:12:41
TXN_001241,CUST_0108,2025-07-24 22:12:41,66.82,USD,Bank Transfer,PROD_7349,Support Package,5,Purchase,Sales_System,2025-10-21 22:12:41
TXN_001242,CUST_0109,2025-08-16 22:12:41,22.28,USD,Credit Card,PROD_1657,Software License,4,Purchase,Billing_Platform,2025-10-21 22:12:41
TXN_001243,CUST_0109,2025-08-18 22:12:41,23.96,USD,Credit Card,PROD_6724,Support Package,5,Purchase,Sales_System,2025-10-21 22:12:41
TXN_001244,CUST_0109,2025-08-22 22:12:41,31.65,USD,Credit Card,PROD_3689,Training,5,Subscription Payment,ECommerce_API,2025-10-21 22:12:41
TXN_001245,CUST_0110,2025-09-20 22:12:41,85.54,USD,Bank Transfer,PROD_7132,Add-on Module,3,Purchase,Sales_System,2025-10-21 22:12:41
TXN_001246,CUST_0110,2025-06-14 22:12:41,126.99,USD,Credit Card,PROD_4207,Support Package,5,Purchase,ECommerce_API,2025-10-21 22:12:41
TXN_001247,CUST_0110,2025-07-17 22:12:41,153.19,USD,Credit Card,PROD_9385,Training,4,Purchase,ECommerce_API,2025-10-21 22:12:41
TXN_001248,CUST_0110,2025-07-31 22:12:41,136.33,USD,Credit Card,PROD_4368,Software License,4,Subscription Payment,Billing_Platform,2025-10-21 22:12:41
TXN_001249,CUST_0111,2025-03-03 22:12:41,179.59,USD,Credit Card,PROD_1890,Add-on Module,3,Purchase,Sales_System,2025-10-21 22:12:41
TXN_001250,CUST_0111,2025-03-15 22:12:41,220.96,USD,Credit Card,PROD_6077,Training,2,Purchase,Billing_Platform,2025-10-21 22:12:41
TXN_001251,CUST_0112,2025-09-09 22:12:41,128.68,USD,Credit Card,PROD_7402,Consulting,3,Purchase,Sales_System,2025-10-21 22:12:41
TXN_001252,CUST_0112,2025-09-30 22:12:41,819.14,USD,Bank Transfer,PROD_5071,Consulting,5,Purchase,Billing_Platform,2025-10-21 22:12:41
