survey_response_id,customer_id,response_date,nps_score,comments,question_id,question_text,response_text,survey_type,source_system,ingestion_timestamp
SURVEY_000139,CUST_0088,2025-10-21 22:12:41,7,Good platform with room for enhancement.,Q_2,How would you rate our customer support?,Somewhat likely to recommend,Product Feedback,InApp_Survey,2025-10-21 22:12:41
SURVEY_000140,CUST_0089,2025-08-27 22:12:41,4,Experiencing some issues with the platform.,Q_2,How would you rate our customer support?,Not likely to recommend,Support Satisfaction,InApp_Survey,2025-10-21 22:12:41
SURVEY_000141,CUST_0090,2025-10-17 22:12:41,9,Outstanding support and features.,Q_6,How likely are you to recommend our product?,Very likely to recommend,Product Feedback,Email_Survey,2025-10-21 22:12:41
SURVEY_000142,CUST_0090,2025-07-26 22:12:41,10,"Excellent product, very satisfied with the service.",Q_4,How likely are you to recommend our product?,Very likely to recommend,Onboarding Survey,Qualtrics,2025-10-21 22:12:41
SURVEY_000143,CUST_0090,2025-09-16 22:12:41,10,Outstanding support and features.,Q_10,What is your overall satisfaction with our service?,Very likely to recommend,NPS,InApp_Survey,2025-10-21 22:12:41
SURVEY_000144,CUST_0091,2025-09-14 22:12:41,4,Product needs improvement in several areas.,Q_7,What is your overall satisfaction with our service?,Not likely to recommend,Support Satisfaction,InApp_Survey,2025-10-21 22:12:41
SURVEY_000145,CUST_0091,2025-07-31 22:12:41,5,Having trouble with support response times.,Q_3,What is your overall satisfaction with our service?,Not likely to recommend,Product Feedback,Email_Survey,2025-10-21 22:12:41
SURVEY_000146,CUST_0092,2025-10-18 22:12:41,9,"Excellent product, very satisfied with the service.",Q_10,What features would you like to see improved?,Very likely to recommend,Onboarding Survey,Email_Survey,2025-10-21 22:12:41
SURVEY_000147,CUST_0092,2025-09-09 22:12:41,10,"Excellent product, very satisfied with the service.",Q_5,How would you rate our customer support?,Very likely to recommend,NPS,Qualtrics,2025-10-21 22:12:41
SURVEY_000148,CUST_0093,2025-08-22 22:12:41,9,"Great experience, would definitely recommend.",Q_4,What is your overall satisfaction with our service?,Very likely to recommend,Product Feedback,SurveyMonkey,2025-10-21 22:12:41
SURVEY_000149,CUST_0094,2025-08-03 22:12:41,4,Not fully satisfied with the current features.,Q_4,How likely are you to recommend our product?,Not likely to recommend,Product Feedback,InApp_Survey,2025-10-21 22:12:41
SURVEY_000150,CUST_0094,2025-08-18 22:12:41,6,Product needs improvement in several areas.,Q_2,What features would you like to see improved?,Not likely to recommend,NPS,Qualtrics,2025-10-21 22:12:41
SURVEY_000151,CUST_0095,2025-08-31 22:12:41,8,Generally happy with the service.,Q_9,How likely are you to recommend our product?,Somewhat likely to recommend,Product Feedback,Email_Survey,2025-10-21 22:12:41
SURVEY_000152,CUST_0096,2025-07-26 22:12:41,7,Good platform with room for enhancement.,Q_5,How likely are you to recommend our product?,Somewhat likely to recommend,Product Feedback,Qualtrics,2025-10-21 22:12:41
SURVEY_000153,CUST_0096,2025-08-25 22:12:41,4,Having trouble with support response times.,Q_9,How likely are you to recommend our product?,Not likely to recommend,Support Satisfaction,InApp_Survey,2025-10-21 22:12:41
SURVEY_000154,CUST_0097,2025-08-12 22:12:41,6,Not fully satisfied with the current features.,Q_3,How would you rate our customer support?,Not likely to recommend,Product Feedback,SurveyMonkey,2025-10-21 22:12:41
SURVEY_000155,CUST_0098,2025-09-09 22:12:41,7,Good platform with room for enhancement.,Q_1,What features would you like to see improved?,Somewhat likely to recommend,Product Feedback,Qualtrics,2025-10-21 22:12:41
SURVEY_000156,CUST_0098,2025-10-05 22:12:41,7,"Good product overall, some areas for improvement.",Q_7,How would you rate our customer support?,Somewhat likely to recommend,Support Satisfaction,Email_Survey,2025-10-21 22:12:41
SURVEY_000157,CUST_0099,2025-09-27 22:12:41,4,Having trouble with support response times.,Q_2,What features would you like to see improved?,Not likely to recommend,Onboarding Survey,Email_Survey,2025-10-21 22:12:41
SURVEY_000158,CUST_0099,2025-10-04 22:12:41,1,Not fully satisfied with the current features.,Q_2,How likely are you to recommend our product?,Not likely to recommend,Onboarding Survey,InApp_Survey,2025-10-21 22:12:41
SURVEY_000159,CUST_0100,2025-09-08 22:12:41,1,Having trouble with support response times.,Q_2,How likely are you to recommend our product?,Not likely to recommend,NPS,InApp_Survey,2025-10-21 22:12:41
SURVEY_000160,CUST_0102,2025-08-04 22:12:41,4,Experiencing some issues with the platform.,Q_9,What is your overall satisfaction with our service?,Not likely to recommend,Onboarding Survey,SurveyMonkey,2025-10-21 22:12:41
SURVEY_000161,CUST_0103,2025-09-10 22:12:41,3,Having trouble with support response times.,Q_7,What features would you like to see improved?,Not likely to recommend,NPS,Email_Survey,2025-10-21 22:12:41
SURVEY_000162,CUST_0103,2025-09-01 22:12:41,2,Experiencing some issues with the platform.,Q_8,How likely are you to recommend our product?,Not likely to recommend,Product Feedback,InApp_Survey,2025-10-21 22:12:41
SURVEY_000163,CUST_0104,2025-10-09 22:12:41,8,Good platform with room for enhancement.,Q_1,What is your overall satisfaction with our service?,Somewhat likely to recommend,NPS,Qualtrics,2025-10-21 22:12:41
SURVEY_000164,CUST_0105,2025-08-12 22:12:41,4,Product needs improvement in several areas.,Q_1,How likely are you to recommend our product?,Not likely to recommend,Product Feedback,SurveyMonkey,2025-10-21 22:12:41
SURVEY_000165,CUST_0106,2025-09-06 22:12:41,9,Outstanding support and features.,Q_2,How would you rate our customer support?,Very likely to recommend,Product Feedback,InApp_Survey,2025-10-21 22:12:41
SURVEY_000166,CUST_0106,2025-10-16 22:12:41,7,"Satisfied with most features, minor issues.",Q_1,How likely are you to recommend our product?,Somewhat likely to recommend,Onboarding Survey,Qualtrics,2025-10-21 22:12:41
SURVEY_000167,CUST_0107,2025-09-10 22:12:41,10,"Love the platform, very user-friendly.",Q_6,What is your overall satisfaction with our service?,Very likely to recommend,NPS,InApp_Survey,2025-10-21 22:12:41
SURVEY_000168,CUST_0108,2025-08-24 22:12:41,6,Not fully satisfied with the current features.,Q_9,How likely are you to recommend our product?,Not likely to recommend,Product Feedback,SurveyMonkey,2025-10-21 22:12:41
SURVEY_000169,CUST_0109,2025-10-09 22:12:41,1,Experiencing some issues with the platform.,Q_7,What features would you like to see improved?,Not likely to recommend,NPS,SurveyMonkey,2025-10-21 22:12:41
SURVEY_000170,CUST_0109,2025-08-09 22:12:41,4,Having trouble with support response times.,Q_6,What is your overall satisfaction with our service?,Not likely to recommend,Onboarding Survey,SurveyMonkey,2025-10-21 22:12:41
SURVEY_000171,CUST_0110,2025-09-16 22:12:41,7,Generally happy with the service.,Q_9,How would you rate our customer support?,Somewhat likely to recommend,Onboarding Survey,InApp_Survey,2025-10-21 22:12:41
SURVEY_000172,CUST_0110,2025-08-08 22:12:41,5,Having trouble with support response times.,Q_3,What features would you like to see improved?,Not likely to recommend,Product Feedback,SurveyMonkey,2025-10-21 22:12:41
SURVEY_000173,CUST_0111,2025-09-30 22:12:41,3,Product needs improvement in several areas.,Q_5,What features would you like to see improved?,Not likely to recommend,NPS,Email_Survey,2025-10-21 22:12:41
SURVEY_000174,CUST_0112,2025-07-27 22:12:41,10,Outstanding support and features.,Q_9,What features would you like to see improved?,Very likely to recommend,NPS,Email_Survey,2025-10-21 22:12:41
SURVEY_000175,CUST_0112,2025-09-03 22:12:41,9,"Love the platform, very user-friendly.",Q_4,What is your overall satisfaction with our service?,Very likely to recommend,Support Satisfaction,SurveyMonkey,2025-10-21 22:12:41
SURVEY_000176,CUST_0112,2025-07-23 22:12:41,8,Good platform with room for enhancement.,Q_6,What features would you like to see improved?,Somewhat likely to recommend,Support Satisfaction,SurveyMonkey,2025-10-21 22:12:41
SURVEY_000177,CUST_0113,2025-09-11 22:12:41,5,Not fully satisfied with the current features.,Q_1,How would you rate our customer support?,Not likely to recommend,Onboarding Survey,InApp_Survey,2025-10-21 22:12:41
SURVEY_000178,CUST_0114,2025-08-19 22:12:41,9,"Excellent product, very satisfied with the service.",Q_4,What features would you like to see improved?,Very likely to recommend,Product Feedback,SurveyMonkey,2025-10-21 22:12:41
SURVEY_000179,CUST_0115,2025-08-04 22:12:41,3,Product needs improvement in several areas.,Q_4,What features would you like to see improved?,Not likely to recommend,Onboarding Survey,Qualtrics,2025-10-21 22:12:41
SURVEY_000180,CUST_0115,2025-09-28 22:12:41,3,Experiencing some issues with the platform.,Q_1,How likely are you to recommend our product?,Not likely to recommend,Onboarding Survey,InApp_Survey,2025-10-21 22:12:41
SURVEY_000181,CUST_0116,2025-08-09 22:12:41,4,Product needs improvement in several areas.,Q_8,How likely are you to recommend our product?,Not likely to recommend,Product Feedback,SurveyMonkey,2025-10-21 22:12:41
SURVEY_000182,CUST_0117,2025-08-28 22:12:41,9,"Great experience, would definitely recommend.",Q_7,How likely are you to recommend our product?,Very likely to recommend,Support Satisfaction,Email_Survey,2025-10-21 22:12:41
SURVEY_000183,CUST_0118,2025-08-18 22:12:41,3,Experiencing some issues with the platform.,Q_1,How likely are you to recommend our product?,Not likely to recommend,Product Feedback,Email_Survey,2025-10-21 22:12:41
SURVEY_000184,CUST_0118,2025-10-09 22:12:41,1,Having trouble with support response times.,Q_1,How likely are you to recommend our product?,Not likely to recommend,Product Feedback,SurveyMonkey,2025-10-21 22:12:41
SURVEY_000185,CUST_0119,2025-08-17 22:12:41,9,"Love the platform, very user-friendly.",Q_7,What is your overall satisfaction with our service?,Very likely to recommend,Onboarding Survey,Email_Survey,2025-10-21 22:12:41
SURVEY_000186,CUST_0120,2025-09-26 22:12:41,8,"Good product overall, some areas for improvement.",Q_6,What is your overall satisfaction with our service?,Somewhat likely to recommend,Product Feedback,SurveyMonkey,2025-10-21 22:12:41
SURVEY_000187,CUST_0121,2025-09-02 22:12:41,10,"Excellent product, very satisfied with the service.",Q_10,What features would you like to see improved?,Very likely to recommend,NPS,SurveyMonkey,2025-10-21 22:12:41
SURVEY_000188,CUST_0122,2025-08-05 22:12:41,6,Product needs improvement in several areas.,Q_8,How likely are you to recommend our product?,Not likely to recommend,Product Feedback,Email_Survey,2025-10-21 22:12:41
SURVEY_000189,CUST_0122,2025-08-10 22:12:41,6,Having trouble with support response times.,Q_2,How would you rate our customer support?,Not likely to recommend,Support Satisfaction,SurveyMonkey,2025-10-21 22:12:41
SURVEY_000190,CUST_0123,2025-09-16 22:12:41,8,Good platform with room for enhancement.,Q_5,How likely are you to recommend our product?,Somewhat likely to recommend,Support Satisfaction,SurveyMonkey,2025-10-21 22:12:41
SURVEY_000191,CUST_0123,2025-09-29 22:12:41,7,"Good product overall, some areas for improvement.",Q_9,What is your overall satisfaction with our service?,Somewhat likely to recommend,Product Feedback,Qualtrics,2025-10-21 22:12:41
SURVEY_000192,CUST_0123,2025-08-01 22:12:41,9,"Love the platform, very user-friendly.",Q_3,How would you rate our customer support?,Very likely to recommend,Onboarding Survey,SurveyMonkey,2025-10-21 22:12:41
SURVEY_000193,CUST_0124,2025-09-22 22:12:41,5,Not fully satisfied with the current features.,Q_6,How likely are you to recommend our product?,Not likely to recommend,Onboarding Survey,InApp_Survey,2025-10-21 22:12:41
SURVEY_000194,CUST_0125,2025-10-03 22:12:41,10,"Excellent product, very satisfied with the service.",Q_10,How likely are you to recommend our product?,Very likely to recommend,NPS,InApp_Survey,2025-10-21 22:12:41
SURVEY_000195,CUST_0126,2025-08-26 22:12:41,9,"Love the platform, very user-friendly.",Q_7,How likely are you to recommend our product?,Very likely to recommend,Support Satisfaction,Qualtrics,2025-10-21 22:12:41
SURVEY_000196,CUST_0126,2025-09-08 22:12:41,9,"Great experience, would definitely recommend.",Q_5,How likely are you to recommend our product?,Very likely to recommend,Support Satisfaction,Qualtrics,2025-10-21 22:12:41
SURVEY_000197,CUST_0128,2025-08-20 22:12:41,5,Experiencing some issues with the platform.,Q_6,What features would you like to see improved?,Not likely to recommend,NPS,Qualtrics,2025-10-21 22:12:41
SURVEY_000198,CUST_0129,2025-08-03 22:12:41,1,Not fully satisfied with the current features.,Q_8,What features would you like to see improved?,Not likely to recommend,Onboarding Survey,Email_Survey,2025-10-21 22:12:41
SURVEY_000199,CUST_0129,2025-07-25 22:12:41,3,Not fully satisfied with the current features.,Q_9,What is your overall satisfaction with our service?,Not likely to recommend,Support Satisfaction,SurveyMonkey,2025-10-21 22:12:41
SURVEY_000200,CUST_0130,2025-09-24 22:12:41,2,Having trouble with support response times.,Q_4,What features would you like to see improved?,Not likely to recommend,NPS,Email_Survey,2025-10-21 22:12:41
SURVEY_000201,CUST_0130,2025-08-20 22:12:41,1,Having trouble with support response times.,Q_4,How would you rate our customer support?,Not likely to recommend,NPS,Email_Survey,2025-10-21 22:12:41
SURVEY_000202,CUST_0131,2025-08-17 22:12:41,2,Having trouble with support response times.,Q_1,How would you rate our customer support?,Not likely to recommend,Onboarding Survey,SurveyMonkey,2025-10-21 22:12:41
SURVEY_000203,CUST_0132,2025-09-30 22:12:41,4,Not fully satisfied with the current features.,Q_3,How would you rate our customer support?,Not likely to recommend,Support Satisfaction,InApp_Survey,2025-10-21 22:12:41
SURVEY_000204,CUST_0133,2025-10-10 22:12:41,5,Not fully satisfied with the current features.,Q_2,How likely are you to recommend our product?,Not likely to recommend,NPS,Email_Survey,2025-10-21 22:12:41
SURVEY_000205,CUST_0134,2025-08-30 22:12:41,8,"Good product overall, some areas for improvement.",Q_6,What features would you like to see improved?,Somewhat likely to recommend,Onboarding Survey,Qualtrics,2025-10-21 22:12:41
SURVEY_000206,CUST_0136,2025-09-24 22:12:41,7,"Good product overall, some areas for improvement.",Q_5,What features would you like to see improved?,Somewhat likely to recommend,NPS,SurveyMonkey,2025-10-21 22:12:41
SURVEY_000207,CUST_0137,2025-08-24 22:12:41,1,Product needs improvement in several areas.,Q_6,What is your overall satisfaction with our service?,Not likely to recommend,NPS,Qualtrics,2025-10-21 22:12:41
SURVEY_000208,CUST_0138,2025-09-15 22:12:41,5,Having trouble with support response times.,Q_4,What is your overall satisfaction with our service?,Not likely to recommend,NPS,Email_Survey,2025-10-21 22:12:41
SURVEY_000209,CUST_0139,2025-09-13 22:12:41,7,Generally happy with the service.,Q_1,How likely are you to recommend our product?,Somewhat likely to recommend,Onboarding Survey,InApp_Survey,2025-10-21 22:12:41
SURVEY_000210,CUST_0139,2025-09-18 22:12:41,10,Outstanding support and features.,Q_6,What features would you like to see improved?,Very likely to recommend,Onboarding Survey,Email_Survey,2025-10-21 22:12:41
SURVEY_000211,CUST_0140,2025-10-15 22:12:41,7,Good platform with room for enhancement.,Q_7,How would you rate our customer support?,Somewhat likely to recommend,Product Feedback,SurveyMonkey,2025-10-21 22:12:41
SURVEY_000212,CUST_0142,2025-08-20 22:12:41,7,"Good product overall, some areas for improvement.",Q_10,How would you rate our customer support?,Somewhat likely to recommend,Support Satisfaction,Email_Survey,2025-10-21 22:12:41
SURVEY_000213,CUST_0142,2025-08-07 22:12:41,9,"Love the platform, very user-friendly.",Q_10,What is your overall satisfaction with our service?,Very likely to recommend,Support Satisfaction,InApp_Survey,2025-10-21 22:12:41
SURVEY_000214,CUST_0142,2025-10-19 22:12:41,8,Good platform with room for enhancement.,Q_4,What is your overall satisfaction with our service?,Somewhat likely to recommend,Onboarding Survey,Email_Survey,2025-10-21 22:12:41
SURVEY_000215,CUST_0143,2025-08-28 22:12:41,2,Product needs improvement in several areas.,Q_4,How likely are you to recommend our product?,Not likely to recommend,Onboarding Survey,Email_Survey,2025-10-21 22:12:41
SURVEY_000216,CUST_0143,2025-08-15 22:12:41,3,Not fully satisfied with the current features.,Q_7,How would you rate our customer support?,Not likely to recommend,NPS,Qualtrics,2025-10-21 22:12:41
SURVEY_000217,CUST_0144,2025-09-09 22:12:41,6,Not fully satisfied with the current features.,Q_2,What features would you like to see improved?,Not likely to recommend,Product Feedback,SurveyMonkey,2025-10-21 22:12:41
SURVEY_000218,CUST_0144,2025-08-06 22:12:41,5,Product needs improvement in several areas.,Q_6,What features would you like to see improved?,Not likely to recommend,Onboarding Survey,Qualtrics,2025-10-21 22:12:41
SURVEY_000219,CUST_0146,2025-08-12 22:12:41,7,"Satisfied with most features, minor issues.",Q_5,How would you rate our customer support?,Somewhat likely to recommend,Product Feedback,Qualtrics,2025-10-21 22:12:41
SURVEY_000220,CUST_0146,2025-08-17 22:12:41,9,"Love the platform, very user-friendly.",Q_3,What is your overall satisfaction with our service?,Very likely to recommend,Support Satisfaction,InApp_Survey,2025-10-21 22:12:41
SURVEY_000221,CUST_0147,2025-08-25 22:12:41,5,Experiencing some issues with the platform.,Q_1,What is your overall satisfaction with our service?,Not likely to recommend,Support Satisfaction,SurveyMonkey,2025-10-21 22:12:41
SURVEY_000222,CUST_0147,2025-10-08 22:12:41,4,Not fully satisfied with the current features.,Q_6,What is your overall satisfaction with our service?,Not likely to recommend,Onboarding Survey,InApp_Survey,2025-10-21 22:12:41
SURVEY_000223,CUST_0148,2025-07-30 22:12:41,5,Product needs improvement in several areas.,Q_2,What features would you like to see improved?,Not likely to recommend,Support Satisfaction,SurveyMonkey,2025-10-21 22:12:41
SURVEY_000224,CUST_0149,2025-08-08 22:12:41,4,Not fully satisfied with the current features.,Q_6,How likely are you to recommend our product?,Not likely to recommend,Product Feedback,Qualtrics,2025-10-21 22:12:41
SURVEY_000225,CUST_0149,2025-09-10 22:12:41,5,Product needs improvement in several areas.,Q_2,What is your overall satisfaction with our service?,Not likely to recommend,NPS,Email_Survey,2025-10-21 22:12:41
SURVEY_000226,CUST_0150,2025-10-13 22:12:41,4,Product needs improvement in several areas.,Q_7,How likely are you to recommend our product?,Not likely to recommend,NPS,InApp_Survey,2025-10-21 22:12:41
SURVEY_000227,CUST_0150,2025-09-09 22:12:41,6,Experiencing some issues with the platform.,Q_10,How would you rate our customer support?,Not likely to recommend,Support Satisfaction,InApp_Survey,2025-10-21 22:12:41
SURVEY_000228,CUST_0152,2025-08-17 22:12:41,10,Outstanding support and features.,Q_10,How likely are you to recommend our product?,Very likely to recommend,Support Satisfaction,SurveyMonkey,2025-10-21 22:12:41
SURVEY_000229,CUST_0152,2025-07-28 22:12:41,7,"Satisfied with most features, minor issues.",Q_9,What features would you like to see improved?,Somewhat likely to recommend,Product Feedback,SurveyMonkey,2025-10-21 22:12:41
SURVEY_000230,CUST_0152,2025-10-04 22:12:41,8,Good platform with room for enhancement.,Q_3,How would you rate our customer support?,Somewhat likely to recommend,Product Feedback,InApp_Survey,2025-10-21 22:12:41
SURVEY_000231,CUST_0153,2025-08-08 22:12:41,2,Having trouble with support response times.,Q_6,How likely are you to recommend our product?,Not likely to recommend,Product Feedback,InApp_Survey,2025-10-21 22:12:41
SURVEY_000232,CUST_0153,2025-09-03 22:12:41,5,Not fully satisfied with the current features.,Q_4,What features would you like to see improved?,Not likely to recommend,Support Satisfaction,InApp_Survey,2025-10-21 22:12:41
SURVEY_000233,CUST_0154,2025-09-12 22:12:41,4,Experiencing some issues with the platform.,Q_7,How likely are you to recommend our product?,Not likely to recommend,Support Satisfaction,SurveyMonkey,2025-10-21 22:12:41
SURVEY_000234,CUST_0155,2025-10-09 22:12:41,10,Outstanding support and features.,Q_8,What is your overall satisfaction with our service?,Very likely to recommend,Product Feedback,SurveyMonkey,2025-10-21 22:12:41
SURVEY_000235,CUST_0155,2025-08-07 22:12:41,7,Good platform with room for enhancement.,Q_9,How would you rate our customer support?,Somewhat likely to recommend,Product Feedback,SurveyMonkey,2025-10-21 22:12:41
SURVEY_000236,CUST_0155,2025-09-12 22:12:41,8,"Good product overall, some areas for improvement.",Q_5,How would you rate our customer support?,Somewhat likely to recommend,Support Satisfaction,Email_Survey,2025-10-21 22:12:41
SURVEY_000237,CUST_0157,2025-09-13 22:12:41,9,Outstanding support and features.,Q_10,How would you rate our customer support?,Very likely to recommend,Onboarding Survey,InApp_Survey,2025-10-21 22:12:41
SURVEY_000238,CUST_0157,2025-10-20 22:12:41,9,"Great experience, would definitely recommend.",Q_1,What features would you like to see improved?,Very likely to recommend,Onboarding Survey,Email_Survey,2025-10-21 22:12:41
SURVEY_000239,CUST_0157,2025-09-15 22:12:41,8,Good platform with room for enhancement.,Q_5,How would you rate our customer support?,Somewhat likely to recommend,NPS,SurveyMonkey,2025-10-21 22:12:41
SURVEY_000240,CUST_0158,2025-08-15 22:12:41,10,"Great experience, would definitely recommend.",Q_7,How would you rate our customer support?,Very likely to recommend,Onboarding Survey,Qualtrics,2025-10-21 22:12:41
SURVEY_000241,CUST_0158,2025-10-18 22:12:41,8,"Good product overall, some areas for improvement.",Q_10,How likely are you to recommend our product?,Somewhat likely to recommend,Support Satisfaction,InApp_Survey,2025-10-21 22:12:41
SURVEY_000242,CUST_0160,2025-09-25 22:12:41,9,"Love the platform, very user-friendly.",Q_1,How would you rate our customer support?,Very likely to recommend,Onboarding Survey,SurveyMonkey,2025-10-21 22:12:41
SURVEY_000243,CUST_0161,2025-08-09 22:12:41,8,Generally happy with the service.,Q_5,What is your overall satisfaction with our service?,Somewhat likely to recommend,Onboarding Survey,InApp_Survey,2025-10-21 22:12:41
SURVEY_000244,CUST_0161,2025-10-03 22:12:41,8,"Good product overall, some areas for improvement.",Q_1,How likely are you to recommend our product?,Somewhat likely to recommend,Support Satisfaction,Qualtrics,2025-10-21 22:12:41
SURVEY_000245,CUST_0161,2025-09-01 22:12:41,10,Outstanding support and features.,Q_10,How would you rate our customer support?,Very likely to recommend,NPS,SurveyMonkey,2025-10-21 22:12:41
SURVEY_000246,CUST_0162,2025-09-16 22:12:41,8,"Satisfied with most features, minor issues.",Q_10,How likely are you to recommend our product?,Somewhat likely to recommend,Onboarding Survey,InApp_Survey,2025-10-21 22:12:41
SURVEY_000247,CUST_0162,2025-09-03 22:12:41,7,Good platform with room for enhancement.,Q_8,How likely are you to recommend our product?,Somewhat likely to recommend,NPS,InApp_Survey,2025-10-21 22:12:41
SURVEY_000248,CUST_0162,2025-09-24 22:12:41,10,"Excellent product, very satisfied with the service.",Q_3,How likely are you to recommend our product?,Very likely to recommend,Support Satisfaction,Email_Survey,2025-10-21 22:12:41
SURVEY_000249,CUST_0163,2025-09-10 22:12:41,8,"Good product overall, some areas for improvement.",Q_5,What is your overall satisfaction with our service?,Somewhat likely to recommend,NPS,Email_Survey,2025-10-21 22:12:41
SURVEY_000250,CUST_0163,2025-08-08 22:12:41,9,"Love the platform, very user-friendly.",Q_3,How would you rate our customer support?,Very likely to recommend,Onboarding Survey,SurveyMonkey,2025-10-21 22:12:41
SURVEY_000251,CUST_0164,2025-09-19 22:12:41,9,"Excellent product, very satisfied with the service.",Q_3,What is your overall satisfaction with our service?,Very likely to recommend,Product Feedback,SurveyMonkey,2025-10-21 22:12:41
SURVEY_000252,CUST_0164,2025-09-21 22:12:41,9,"Excellent product, very satisfied with the service.",Q_9,What features would you like to see improved?,Very likely to recommend,Support Satisfaction,Qualtrics,2025-10-21 22:12:41
SURVEY_000253,CUST_0164,2025-08-30 22:12:41,9,"Excellent product, very satisfied with the service.",Q_3,How would you rate our customer support?,Very likely to recommend,Onboarding Survey,Email_Survey,2025-10-21 22:12:41
SURVEY_000254,CUST_0165,2025-10-18 22:12:41,9,"Great experience, would definitely recommend.",Q_3,How would you rate our customer support?,Very likely to recommend,Product Feedback,InApp_Survey,2025-10-21 22:12:41
SURVEY_000255,CUST_0165,2025-08-06 22:12:41,8,Generally happy with the service.,Q_5,How likely are you to recommend our product?,Somewhat likely to recommend,Onboarding Survey,InApp_Survey,2025-10-21 22:12:41
SURVEY_000256,CUST_0165,2025-09-28 22:12:41,10,"Excellent product, very satisfied with the service.",Q_5,What features would you like to see improved?,Very likely to recommend,Onboarding Survey,Email_Survey,2025-10-21 22:12:41
SURVEY_000257,CUST_0166,2025-10-04 22:12:41,8,Generally happy with the service.,Q_10,How would you rate our customer support?,Somewhat likely to recommend,Support Satisfaction,Email_Survey,2025-10-21 22:12:41
SURVEY_000258,CUST_0166,2025-08-11 22:12:41,10,"Excellent product, very satisfied with the service.",Q_4,What features would you like to see improved?,Very likely to recommend,Product Feedback,InApp_Survey,2025-10-21 22:12:41
SURVEY_000259,CUST_0167,2025-08-25 22:12:41,5,Not fully satisfied with the current features.,Q_9,What is your overall satisfaction with our service?,Not likely to recommend,Support Satisfaction,Qualtrics,2025-10-21 22:12:41
SURVEY_000260,CUST_0167,2025-09-13 22:12:41,6,Experiencing some issues with the platform.,Q_8,How likely are you to recommend our product?,Not likely to recommend,NPS,SurveyMonkey,2025-10-21 22:12:41
SURVEY_000261,CUST_0168,2025-08-15 22:12:41,10,Outstanding support and features.,Q_7,What features would you like to see improved?,Very likely to recommend,Support Satisfaction,InApp_Survey,2025-10-21 22:12:41
SURVEY_000262,CUST_0168,2025-07-28 22:12:41,9,"Great experience, would definitely recommend.",Q_3,What is your overall satisfaction with our service?,Very likely to recommend,Onboarding Survey,SurveyMonkey,2025-10-21 22:12:41
SURVEY_000263,CUST_0168,2025-09-07 22:12:41,10,Outstanding support and features.,Q_5,How would you rate our customer support?,Very likely to recommend,Support Satisfaction,Qualtrics,2025-10-21 22:12:41
SURVEY_000264,CUST_0169,2025-10-15 22:12:41,9,Outstanding support and features.,Q_4,What features would you like to see improved?,Very likely to recommend,Onboarding Survey,SurveyMonkey,2025-10-21 22:12:41
SURVEY_000265,CUST_0171,2025-09-07 22:12:41,6,Having trouble with support response times.,Q_5,How would you rate our customer support?,Not likely to recommend,NPS,Email_Survey,2025-10-21 22:12:41
SURVEY_000266,CUST_0172,2025-10-11 22:12:41,10,"Love the platform, very user-friendly.",Q_8,What is your overall satisfaction with our service?,Very likely to recommend,Onboarding Survey,InApp_Survey,2025-10-21 22:12:41
SURVEY_000267,CUST_0173,2025-08-09 22:12:41,10,"Excellent product, very satisfied with the service.",Q_10,What features would you like to see improved?,Very likely to recommend,Product Feedback,InApp_Survey,2025-10-21 22:12:41
SURVEY_000268,CUST_0173,2025-07-30 22:12:41,10,Outstanding support and features.,Q_5,How would you rate our customer support?,Very likely to recommend,Product Feedback,Email_Survey,2025-10-21 22:12:41
SURVEY_000269,CUST_0174,2025-10-17 22:12:41,5,Experiencing some issues with the platform.,Q_4,How likely are you to recommend our product?,Not likely to recommend,Onboarding Survey,Qualtrics,2025-10-21 22:12:41
SURVEY_000270,CUST_0174,2025-10-20 22:12:41,5,Not fully satisfied with the current features.,Q_3,How would you rate our customer support?,Not likely to recommend,NPS,Email_Survey,2025-10-21 22:12:41
SURVEY_000271,CUST_0176,2025-08-06 22:12:41,4,Having trouble with support response times.,Q_10,How would you rate our customer support?,Not likely to recommend,Onboarding Survey,InApp_Survey,2025-10-21 22:12:41
SURVEY_000272,CUST_0177,2025-10-03 22:12:41,9,"Love the platform, very user-friendly.",Q_9,How likely are you to recommend our product?,Very likely to recommend,Onboarding Survey,Qualtrics,2025-10-21 22:12:41
SURVEY_000273,CUST_0178,2025-09-23 22:12:41,10,"Great experience, would definitely recommend.",Q_5,What features would you like to see improved?,Very likely to recommend,Onboarding Survey,InApp_Survey,2025-10-21 22:12:41
SURVEY_000274,CUST_0178,2025-08-16 22:12:41,10,Outstanding support and features.,Q_7,What features would you like to see improved?,Very likely to recommend,Onboarding Survey,SurveyMonkey,2025-10-21 22:12:41
SURVEY_000275,CUST_0178,2025-09-25 22:12:41,9,"Excellent product, very satisfied with the service.",Q_2,How likely are you to recommend our product?,Very likely to recommend,Onboarding Survey,SurveyMonkey,2025-10-21 22:12:41
SURVEY_000276,CUST_0179,2025-09-05 22:12:41,7,Generally happy with the service.,Q_8,How likely are you to recommend our product?,Somewhat likely to recommend,Onboarding Survey,InApp_Survey,2025-10-21 22:12:41
SURVEY_000277,CUST_0180,2025-09-07 22:12:41,8,"Satisfied with most features, minor issues.",Q_10,How likely are you to recommend our product?,Somewhat likely to recommend,NPS,Email_Survey,2025-10-21 22:12:41
